Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
ALOXE3	gene	ALOXE3	Literature	COVID-19 research		Viral research	Unknown							False	1	0;0;0	1.143	False		ENSG00000179148	ENSG00000179148	HGNC:13743													
ANPEP	gene	ANPEP	Literature	COVID-19 research		Viral research	Unknown					28643204		False	1	0;0;0	1.143	False		ENSG00000166825	ENSG00000166825	HGNC:500													
BANF1	gene	BANF1	Expert list;Expert Review Red;OMIM	COVID-19 research		Viral research	Unknown							False	1	0;0;100	1.143	False		ENSG00000175334	ENSG00000175334	HGNC:17397													
BCAR1	gene	BCAR1	Literature	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000050820	ENSG00000050820	HGNC:971													
BLOC1S6	gene	BLOC1S6	Expert Review Red;GRID V2.0;GRID V2.0North West GLH;NHS GMS;Victorian Clinical Genetics Services, London North GLH	COVID-19 research		Viral research	BIALLELIC, autosomal or pseudoautosomal	Immune Dysregulation;Hermansky-pudlak syndrome 9, 614171;HPS9, palladin deficiency (NK cell defect)				224,614,752,030,146,000,000,000		False	1	0;50;50	1.143	False		ENSG00000104164	ENSG00000104164	HGNC:8549													
BRF2	gene	BRF2	Literature	COVID-19 research		Viral research	Unknown							False	1	0;0;0	1.143	False		ENSG00000104221	ENSG00000104221	HGNC:17298													
BST2	gene	BST2	Expert Review Red;Literature;Other	COVID-19 research		Viral research	Unknown					31199522		False	1	0;0;0	1.143	False		ENSG00000130303	ENSG00000130303	HGNC:1119													
CC2D2A	gene	CC2D2A	Literature	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000048342	ENSG00000048342	HGNC:29253													
CCL11	gene	CCL11	Expert Review Red;OMIM	COVID-19 research		Viral research						14571188;30915442;32416070		False	1	0;100;0	1.143	False		ENSG00000172156	ENSG00000172156	HGNC:10610													
CCL21	gene	CCL21	Expert list;Expert Review Red;OMIM	COVID-19 research		Viral research	Unknown							False	1	0;0;0	1.143	False		ENSG00000137077	ENSG00000137077	HGNC:10620													
CCL3L1	gene	CCL3L1	OMIM	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000205021	-	HGNC:10628													
CCND1	gene	CCND1	OMIM	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000110092	ENSG00000110092	HGNC:1582													
CCR5	gene	CCR5	OMIM	COVID-19 research		Viral research		{West nile virus, susceptibility to}, 610379;{HIV infection, susceptibility/resistance to}				16230476;21935451;19247438;24098976;31686727;31100442		False	1	0;50;50	1.143	False		ENSG00000160791	ENSG00000160791	HGNC:1606													
CD200	gene	CD200	Expert Review Red;OMIM	COVID-19 research		Viral research	Unknown					19587022;30032349		False	1	0;0;0	1.143	False		ENSG00000091972	ENSG00000091972	HGNC:7203													
CD209	gene	CD209	OMIM	COVID-19 research		Viral research		{Dengue fever, protection against} 614371;{HIV type 1, susceptibility to} 609423;{Mycobacterium tuberculosis, susceptibility to} 607948				15564514;15838506;16379498;20864747		False	1	0;50;50	1.143	False		ENSG00000090659	ENSG00000090659	HGNC:1641													
CDKN1B	gene	CDKN1B	Expert list;Expert Review Red;OMIM	COVID-19 research		Viral research	Unknown							False	1	0;0;100	1.143	False		ENSG00000111276	ENSG00000111276	HGNC:1785													
CH25H	gene	CH25H	Literature	COVID-19 research		Viral research	Unknown							False	1	0;0;100	1.143	False		ENSG00000138135	ENSG00000138135	HGNC:1907													
CLDN6	gene	CLDN6	Expert list;Expert Review Red;OMIM	COVID-19 research		Viral research	Unknown							False	1	0;0;100	1.143	False		ENSG00000184697	ENSG00000184697	HGNC:2048													
CLDN9	gene	CLDN9	Expert list;Expert Review Red;OMIM	COVID-19 research		Viral research	Unknown							False	1	0;0;100	1.143	False		ENSG00000213937	ENSG00000213937	HGNC:2051													
CNBP	gene	CNBP	ESID Registry 20171117;Expert Review Red	COVID-19 research		Viral research	Other	Myotonic dystrophy 2, OMIM:602668;Myotonic dystrophy type 2, MONDO:0011266						False	1	0;50;50	1.143	False		ENSG00000169714	ENSG00000169714	HGNC:13164													
COLEC11	gene	COLEC11	ESID Registry 20171117;Expert Review Red	COVID-19 research		Viral research	Unknown	Mannan-binding lectin serine protease (MASP) deficiency						False	1	0;50;50	1.143	False		ENSG00000118004	ENSG00000118004	HGNC:17213													
CR1	gene	CR1	OMIM	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000203710	ENSG00000203710	HGNC:2334													
CTSB	gene	CTSB	Other	COVID-19 research		Viral research	Unknown							False	1	0;0;0	1.143	False		ENSG00000164733	ENSG00000164733	HGNC:2527													
CTSL	gene	CTSL	Other	COVID-19 research		Viral research	Unknown							False	1	0;100;0	1.143	False		ENSG00000135047	ENSG00000135047	HGNC:2537													
CXorf36	gene	CXorf36	Literature	COVID-19 research		Viral research	Unknown							False	1	0;0;100	1.143	False		ENSG00000147113	ENSG00000147113	HGNC:25866													
CYP2B6	gene	CYP2B6	OMIM	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000197408	ENSG00000197408	HGNC:2615													
DDX1	gene	DDX1	Literature;Other	COVID-19 research		Viral research	Unknown					20573827		False	1	0;0;0	1.143	False		ENSG00000079785	ENSG00000079785	HGNC:2734													
DMBT1	gene	DMBT1	Literature	COVID-19 research		Viral research	Unknown							False	1	0;0;100	1.143	False		ENSG00000187908	ENSG00000187908	HGNC:2926													
DMD	gene	DMD	OMIM	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000198947	ENSG00000198947	HGNC:2928													
ELF4	gene	ELF4	A- or hypo-gammaglobulinaemia v1.25;Expert Review Red	COVID-19 research		Viral research	Unknown	X-linked hypogammaglobulinemia with isolated growth hormone deficiency				16264330		False	1	0;0;100	1.143	False		ENSG00000102034	ENSG00000102034	HGNC:3319													
EPCAM	gene	EPCAM	Expert Review Red;GOSH PID v.8.0	COVID-19 research		Viral research	BIALLELIC, autosomal or pseudoautosomal	Diarrhea 5, with tufting enteropathy, congenital, OMIM:613217						False	1	0;50;50	1.143	False		ENSG00000119888	ENSG00000119888	HGNC:11529													
ERAP2	gene	ERAP2	Literature	COVID-19 research		Viral research	Unknown							False	1	0;0;0	1.143	False		ENSG00000164308	ENSG00000164308	HGNC:29499													
ERCC2	gene	ERCC2	Expert Review Red;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	COVID-19 research		Viral research	Unknown	Combined immunodeficiency (CID) in a child affected by trichothiodystrophy (TTD);CD4 + lymphopenia				11737070		False	1	0;0;100	1.143	False		ENSG00000104884	ENSG00000104884	HGNC:3434													
ERCC3	gene	ERCC3	Expert Review Red;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	COVID-19 research		Viral research	BIALLELIC, autosomal or pseudoautosomal	none				none		False	1	0;0;100	1.143	False		ENSG00000163161	ENSG00000163161	HGNC:3435													
FBF1	gene	FBF1	Expert Review Red;Victorian Clinical Genetics Services	COVID-19 research		Viral research	Unknown							False	1	0;0;100	1.143	False		ENSG00000188878	ENSG00000188878	HGNC:24674													
FBRS	gene	FBRS	Literature	COVID-19 research		Viral research	Unknown							False	1	0;0;100	1.143	False		ENSG00000156860	ENSG00000156860	HGNC:20442													
FCGR1A	gene	FCGR1A	ESID Registry 20171117;Expert Review Red	COVID-19 research		Viral research	Unknown	Fc receptor deficiencies						False	1	0;50;50	1.143	False		ENSG00000150337	ENSG00000150337	HGNC:3613													
FCGR2B	gene	FCGR2B	ESID Registry 20171117;Expert Review Red	COVID-19 research		Viral research	Unknown	Fc receptor deficiencies						False	1	0;50;50	1.143	False		ENSG00000072694	ENSG00000072694	HGNC:3618													
FCGR3B	gene	FCGR3B	Congenital neutropaenia v1.22;ESID Registry 20171117;Expert Review Red;GRID V2.0	COVID-19 research		Viral research	Unknown	Neutropenia,alloimmuneneonatal;Neutropenia, autoimmune neonatal;Neutropenia, alloimmune neonatal;Fc receptor deficiencies				1978690		False	1	0;33;67	1.143	False		ENSG00000162747	ENSG00000162747	HGNC:3620													
FCGRT	gene	FCGRT	ESID Registry 20171117;Expert Review Red	COVID-19 research		Viral research	Unknown	Fc receptor deficiencies						False	1	0;50;50	1.143	False		ENSG00000104870	ENSG00000104870	HGNC:3621													
FLNA	gene	FLNA	Literature	COVID-19 research		Viral research	Unknown					DOI:10.3390/genes12111842		False	1	0;100;0	1.143	False		ENSG00000196924	ENSG00000196924	HGNC:3754													
FOXM1	gene	FOXM1	Literature	COVID-19 research		Viral research	Unknown							False	1	0;0;100	1.143	False		ENSG00000111206	ENSG00000111206	HGNC:3818													
FPR3	gene	FPR3	ESID Registry 20171117;Expert Review Red	COVID-19 research		Viral research	Unknown	Localized juvenile peridontitis						False	1	0;33;67	1.143	False		ENSG00000187474	ENSG00000187474	HGNC:3828													
GAD1	gene	GAD1	A- or hypo-gammaglobulinaemia v1.25;Expert Review Red	COVID-19 research		Viral research	BIALLELIC, autosomal or pseudoautosomal	?Cerebral palsy, spastic quadriplegic, 1, 603513						False	1	0;0;100	1.143	False		ENSG00000128683	ENSG00000128683	HGNC:4092													
GTF2H5	gene	GTF2H5	London North GLH;NHS GMS;North West GLH	COVID-19 research		Viral research	Unknown							False	1	0;0;100	1.143	False		ENSG00000272047	ENSG00000272047	HGNC:21157													
HBB	gene	HBB	OMIM	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000244734	ENSG00000244734	HGNC:4827													
HFE	gene	HFE	OMIM	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000010704	ENSG00000010704	HGNC:4886													
HIVEP1	gene	HIVEP1	Expert Review Red;Other	COVID-19 research		Viral research	Unknown					1727488		False	1	0;0;0	1.143	False		ENSG00000095951	ENSG00000095951	HGNC:4920													
HLA-A	gene	HLA-A	Expert list;Expert Review Red;OMIM	COVID-19 research		Viral research	Unknown	{Hypersensitivity syndrome, carbamazepine-induced, susceptibility to}, 608579						False	1	0;0;0	1.143	False		ENSG00000206503	ENSG00000206503	HGNC:4931													
HLA-C	gene	HLA-C	OMIM	COVID-19 research		Viral research		{HIV-1 viremia, susceptibility to} 609423				11386265;17641165;19933563;21051598		False	1	0;0;100	1.143	False		ENSG00000204525	ENSG00000204525	HGNC:4933													
HLA-DPB1	gene	HLA-DPB1	Expert list;Expert Review Red;OMIM	COVID-19 research		Viral research	Unknown	{Beryllium disease, chronic, susceptibility to}						False	1	0;0;0	1.143	False		ENSG00000223865	ENSG00000223865	HGNC:4940													
HLA-DQB1	gene	HLA-DQB1	OMIM	COVID-19 research		Viral research						10609818;30563535;31254396;23710940;12473762		False	1	0;50;50	1.143	False		ENSG00000179344	ENSG00000179344	HGNC:4944													
HLA-DRA	gene	HLA-DRA	Expert list;Expert Review Red;OMIM	COVID-19 research		Viral research	Unknown							False	1	0;0;0	1.143	False		ENSG00000204287	ENSG00000204287	HGNC:4947													
HLA-DRB5	gene	HLA-DRB5	Expert list;Expert Review Red;OMIM	COVID-19 research		Viral research	Unknown							False	1	0;0;0	1.143	False		ENSG00000198502	ENSG00000198502	HGNC:4953													
HSPA5	gene	HSPA5	Literature	COVID-19 research		Viral research	Unknown					3216948		False	1	0;0;100	1.143	False		ENSG00000044574	ENSG00000044574	HGNC:5238													
HTR2A	gene	HTR2A	OMIM	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000102468	ENSG00000102468	HGNC:5293													
HYDIN	gene	HYDIN	Literature	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000157423	ENSG00000157423	HGNC:19368													
ICAM1	gene	ICAM1	OMIM	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000090339	ENSG00000090339	HGNC:5344													
IFNL4	gene	IFNL4	Literature	COVID-19 research		Viral research	Unknown					31776283		False	1	0;100;0	1.143	False		ENSG00000272395	ENSG00000272395	HGNC:44480													
IGHG2	gene	IGHG2	ESID Registry 20171117;Expert Review Red	COVID-19 research		Viral research	Unknown	Immunoglobulin chain deficiencies						False	1	0;50;50	1.143	False		ENSG00000211893	ENSG00000211893	HGNC:5526													
IL22	gene	IL22	Expert Review Red;GRID V2.0	COVID-19 research		Viral research	BIALLELIC, autosomal or pseudoautosomal	AutoAb Chronic Mucocutaneous Candidiasis				25395539		False	1	0;50;50	1.143	False		ENSG00000127318	ENSG00000127318	HGNC:14900													
IL23A	gene	IL23A	ESID Registry 20171117;Expert Review Red	COVID-19 research		Viral research	Unknown	Defects with susceptibility to mycobacterial infection (MSMD)				19200759;15450252		False	1	0;50;50	1.143	False		ENSG00000110944	ENSG00000110944	HGNC:15488													
IL31RA	gene	IL31RA	Expert Review Red;London North GLH;NHS GMS	COVID-19 research		Viral research	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	?Amyloidosis, primary localized cutaneous 2, 613955						False	1	0;0;0	1.143	False		ENSG00000164509	ENSG00000164509	HGNC:18969													
IL4	gene	IL4	Literature	COVID-19 research		Viral research	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Pooled results for susceptibility to tuberculosis, influenza, respiratory syncytial virus, SARS-Coronavirus and pneumonia infections				26524966		False	1	0;0;0	1.143	False		ENSG00000113520	ENSG00000113520	HGNC:6014													
IL4R	gene	IL4R	OMIM	COVID-19 research		Viral research		{AIDS, slow progression to} 609423				16189667;30228077;29287219;31141539		False	1	0;0;100	1.143	False		ENSG00000077238	ENSG00000077238	HGNC:6015													
IRGM	gene	IRGM	OMIM	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000237693	ENSG00000237693	HGNC:29597													
ITGAL	gene	ITGAL	Literature;Other	COVID-19 research		Viral research	Unknown					18020948		False	1	0;0;0	1.143	False		ENSG00000005844	ENSG00000005844	HGNC:6148													
KARS	gene	KARS	Literature	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000065427	ENSG00000065427	HGNC:6215													
KIR2DL2	gene	KIR2DL2	Expert Review Red;Literature	COVID-19 research		Viral research	Unknown							False	1	100;0;0	1.143	False		ENSG00000215764	-														
KPNA2	gene	KPNA2	Expert Review Red;Literature;Other	COVID-19 research		Viral research	Unknown					17596301		False	1	0;0;0	1.143	False		ENSG00000182481	ENSG00000182481	HGNC:6395													
KRT18	gene	KRT18	OMIM	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000111057	ENSG00000111057	HGNC:6430													
LDB2	gene	LDB2	Literature	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000169744	ENSG00000169744	HGNC:6533													
LDLR	gene	LDLR	OMIM	COVID-19 research		Viral research								False	1	0;0;100	1.143	False		ENSG00000130164	ENSG00000130164	HGNC:6547													
LRRC8A	gene	LRRC8A	A- or hypo-gammaglobulinaemia v1.25;ESID Registry 20171117;Expert Review Red	COVID-19 research		Viral research	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Agammaglobulinemia 5, 613506;Agammaglobulinemia						False	1	0;25;75	1.143	False		ENSG00000136802	ENSG00000136802	HGNC:19027													
LY6E	gene	LY6E	Literature	COVID-19 research		Viral research	Unknown							False	1	0;0;100	1.143	False		ENSG00000160932	ENSG00000160932	HGNC:6727													
LYZ	gene	LYZ	Expert Review Red;London North GLH;NHS GMS	COVID-19 research		Viral research	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Amyloidosis, renal, 105200						False	1	0;0;100	1.143	False		ENSG00000090382	ENSG00000090382	HGNC:6740													
LZTFL1	gene	LZTFL1	Expert Review Red;UKGTN	COVID-19 research		Viral research	BIALLELIC, autosomal or pseudoautosomal	Bardet-Biedl syndrome 17 OMIM:615994				22510444;23692385;34737427		False	1	0;50;50	1.143	False		ENSG00000163818	ENSG00000163818	HGNC:6741													
MASP1	gene	MASP1	ESID Registry 20171117;Expert Review Red	COVID-19 research		Viral research	Unknown	Mannan-binding lectin serine protease (MASP) deficiency						False	1	0;50;50	1.143	False		ENSG00000127241	ENSG00000127241	HGNC:6901													
MBL2	gene	MBL2	ESID Registry 20171117;Expert Review Amber;GRID V2.0;Inherited complement deficiency v0.11;Literature;London North GLH;NHS GMS;North West GLH	COVID-19 research		Viral research	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Mannose-binding lectin deficiency (MBL);susceptibility to SARS-CoV;Susceptibility to Severe Acute Respiratory Syndrome Coronavirus Infection;Chronic infections, due to MBL deficiency;Mannose-Binding Protein Deficiency, 614372				16185324;28347655;10888598;19405982;1458688;16170752;15838797;7707811;25818534		False	1	0;100;0	1.143	False		ENSG00000165471	ENSG00000165471	HGNC:6922													
